128834,2006-01-10,21
128855,2003-06-15,111
128966,2005-07-14,102
129068,2002-10-21,1013
130081,2003-01-02,763
130844,2004-11-20,4
130848,2006-01-28,3
130851,2004-11-18,273
131124,2002-10-19,303
131427,2006-05-18,53
131480,2004-09-13,388
131868,2002-08-12,217
132085,2001-09-01,1058
133143,2002-10-26,850
133993,2003-01-05,265
134258,2004-11-27,31
134289,2003-06-12,224
134513,2005-07-13,390
134903,2006-01-17,23
134926,2003-02-22,323
135249,2005-03-23,125
135374,2001-12-12,887
136261,2006-06-09,195
136456,2004-12-09,278
136734,2002-08-24,163
136897,2004-09-25,701
137598,2001-11-03,347
137945,2004-11-11,70
138015,2002-10-10,432
138447,2005-07-25,14
138461,2003-06-24,104
138565,2006-02-06,155
138720,2001-12-24,143
138863,2006-05-11,47
138910,2005-03-15,287
139197,2003-02-14,211
139408,2001-09-08,493
139901,2005-04-02,28
139929,2003-05-03,49
139978,2002-08-23,168
140146,2004-09-22,415
140561,2006-05-29,1
140562,2001-09-30,11
140573,2006-01-19,210
140783,2002-10-28,592
141375,2004-11-29,475
141850,2005-04-05,103
141953,2003-05-04,44
141997,2004-12-31,90
142087,2005-03-12,4
142091,2003-02-13,741
142832,2006-05-16,111
142943,2006-02-01,229
143172,2001-12-23,132
143304,2005-07-22,16
143320,2003-06-23,30
143350,2004-11-16,494
143844,2002-10-17,114
143958,2006-01-26,122
144080,2001-11-04,846
144926,2004-06-01,470
145396,2004-01-16,42
145438,2002-04-27,1218
146656,2004-05-26,719
147375,2002-03-30,437
147812,2003-12-13,83
147895,2004-01-29,167
148062,2006-09-12,11
148073,2004-05-19,119
148192,2002-04-18,769
148961,2005-08-01,60
149021,2003-12-14,147
149168,2002-04-20,16
149184,2004-05-21,139
149323,2004-01-11,4
149327,2002-07-07,732
150059,2004-06-06,430
150489,2005-08-06,1
150490,2003-09-07,18
150508,2004-02-09,202
150710,2006-09-15,19
150729,2002-03-08,1308
152037,2002-03-01,683
152720,2003-12-22,319
153039,2004-05-17,383
153422,2002-04-16,1362
154784,2004-01-27,293
155077,2005-10-04,134
155211,2003-11-05,465
155676,2002-07-31,774
156450,2002-04-29,748
157198,2004-05-28,290
157488,2006-09-23,1
157489,2005-08-30,30
157519,2004-01-18,24
157543,2004-01-20,153
157696,2005-10-03,168
157864,2003-11-02,462
158326,2004-05-10,12
158338,2002-04-11,1004
159342,2004-02-07,54
159396,2002-03-06,669
160065,2005-08-08,85
160150,2003-09-09,133
160283,2002-07-09,737
161020,2004-06-08,715
161735,2006-09-24,1
161736,2006-09-06,9
161745,2003-09-14,321
162066,2004-01-02,86
162152,2005-10-21,37
162189,2003-11-20,225
162414,2002-07-14,548
162962,2004-02-25,177
163139,2002-03-24,504
163643,2003-12-07,226
163869,2003-09-13,462
164331,2005-08-12,126
164457,2006-09-01,2
164459,2003-11-18,406
164865,2005-10-19,201
165066,2004-02-22,367
165433,2002-03-23,738
166171,2002-07-13,193
166364,2004-01-05,153
166517,2005-10-26,101
166618,2003-11-27,679
167297,2003-12-09,418
167715,2005-08-24,252
167967,2003-09-25,500
168467,2002-04-02,780
169247,2004-05-03,216
169463,2002-03-15,614
170077,2006-09-08,2
170079,2002-07-25,924
171003,2003-11-11,221
171224,2005-10-10,144
171368,2005-10-28,54
171422,2003-11-29,51
171473,2005-08-23,147
171620,2003-09-22,453
172073,2006-09-30,7
172080,2003-11-16,253
172333,2005-10-17,103
172436,2002-07-22,648
173084,2004-06-23,324
173408,2002-03-12,1906
175314,2003-12-31,341
175655,2004-02-13,24
175679,2002-04-05,639
176318,2004-05-04,144
176462,2006-02-23,69
176531,2004-12-13,94
176625,2005-03-30,63
176688,2005-04-27,257
176945,2003-05-26,277
177222,2006-01-04,15
177237,2001-11-26,2093
179330,2006-06-13,3
179333,2003-01-16,621
179954,2003-06-01,118
180072,2003-05-19,279
180351,2005-04-18,241
180592,2001-09-12,469
181061,2002-08-01,814
181875,2003-01-29,344
182219,2001-11-19,1276
183495,2005-07-07,352
183847,2003-06-06,118
183965,2003-01-11,401
184366,2006-06-14,76
184442,2006-01-03,40
184482,2001-11-21,1205
185687,2005-04-20,261
185948,2003-05-21,583
186531,2004-12-14,79
186610,2006-02-24,28
186638,2001-12-06,684
187322,2002-08-06,355
187677,2004-09-07,224
187901,2003-02-09,790
188691,2001-09-15,746
189437,2005-03-08,307
189744,2006-06-22,4
189748,2001-11-17,1259
191007,2003-06-30,215
191222,2005-07-31,69
191291,2002-10-04,341
191632,2003-01-27,438
192070,2004-11-05,319
192389,2006-05-05,9
192398,2001-12-30,96
192494,2006-02-12,2
192496,2003-05-17,100
192596,2005-04-16,25
192621,2004-12-22,106
192727,2005-03-01,47
192774,2003-01-18,711
193485,2001-11-28,181
193666,2001-09-23,196
193862,2005-04-29,265
194127,2003-05-28,140
194267,2002-08-30,389
194656,2003-02-07,196
194852,2005-03-06,38
194890,2003-05-10,121
195011,2005-04-11,197
195208,2002-08-08,424
195632,2006-02-15,37
195669,2004-09-09,20
195689,2006-05-02,187
195876,2002-10-03,489
196365,2003-01-20,537
196902,2004-11-02,79
196981,2001-11-10,439
197420,2001-12-08,384
197804,2001-09-24,926
198730,2003-06-08,264
198994,2005-08-22,139
199133,2003-09-23,218
199351,2003-11-28,131
199482,2002-04-04,1920
201402,2004-05-05,267
201669,2003-12-30,18
201687,2002-03-13,1124
202811,2004-02-12,84
202895,2002-07-23,712
203607,2004-06-22,1455
205062,2003-11-17,608
205670,2005-10-16,2
205672,2001-06-30,518
206190,2003-12-08,132
206322,2005-08-25,67
206389,2003-09-24,117
206506,2003-11-10,366
206872,2005-10-11,214
207086,2002-07-24,775
207861,2002-03-14,268
208129,2004-02-15,78
208207,2002-04-03,896
209103,2003-11-19,237
209340,2005-10-18,57
209397,2003-09-12,393
209790,2005-08-13,163
209953,2005-10-27,54
210007,2004-01-04,98
210105,2003-11-26,534
210639,2002-07-12,507
211146,2004-02-23,217
211363,2003-12-01,486
211849,2002-03-22,1042
212891,2006-09-07,2
212893,2003-09-15,67
212960,2005-08-14,46
213006,2004-02-24,642
213648,2003-12-06,124
213772,2002-03-25,762
214534,2002-07-15,402
214936,2005-10-20,77
215013,2004-01-03,72
215085,2003-11-21,569
215654,2003-01-21,628
216282,2002-10-02,222
216504,2004-11-03,57
216561,2001-11-11,448
217009,2003-05-11,33
217042,2005-04-10,157
217199,2003-02-06,572
217771,2005-03-07,376
218147,2004-12-24,5
218152,2006-05-03,146
218298,2002-08-09,427
218725,2006-02-14,22
218747,2004-09-08,110
218857,2005-07-08,112
218969,2003-06-09,402
219371,2001-12-09,446
219817,2001-09-25,1176
220993,2001-12-31,583
221576,2006-02-13,49
221625,2006-05-04,4
221629,2003-02-01,525
222154,2004-12-23,314
222468,2003-05-16,305
222773,2005-04-17,9
222782,2001-11-16,1132
223914,2006-06-23,21
223935,2003-01-26,12
223947,2002-10-05,466
224413,2004-11-04,437
224850,2005-07-30,1
224851,2005-04-28,112
224963,2003-05-29,479
225442,2001-09-22,540
225982,2004-09-30,396
226378,2002-08-31,598
226976,2003-01-19,110
227086,2001-11-29,1179
228265,2004-12-15,197
228462,2005-04-21,321
228783,2003-05-20,209
228992,2006-02-25,52
229044,2001-12-07,1252
230296,2003-01-10,756
231052,2005-07-06,145
231197,2003-06-07,191
231388,2006-01-02,38
231426,2001-11-20,1107
232533,2006-06-15,18
232551,2002-08-07,322
232873,2004-09-06,153
233026,2003-02-08,209
233235,2001-09-14,674
233909,2005-03-09,130
234039,2006-06-12,115
234154,2006-01-05,78
234232,2001-11-27,984
235216,2005-07-01,4
235220,2003-01-17,311
235531,2006-02-22,33
235564,2005-04-26,109
235673,2003-05-27,412
236085,2005-03-31,214
236299,2003-01-28,140
236439,2001-11-18,255
236694,2001-09-13,181
236875,2003-05-18,354
237229,2005-04-19,449
237678,2004-09-01,2260
239938,2003-08-23,425
240363,2005-09-22,156
240519,2006-08-31,14
240533,2003-10-28,452
240985,2005-11-29,10
240995,2004-03-12,535
241530,2005-12-31,8
241538,2002-02-13,1096
242634,2004-04-05,932
243566,2002-05-04,963
244529,2005-11-16,7
244536,2003-10-17,671
245207,2004-07-22,285
245492,2002-06-23,210
245702,2006-10-05,3
245705,2001-07-30,365
246070,2005-12-09,140
246210,2003-08-24,48
246258,2005-09-25,37
246295,2006-10-02,6
246301,2004-07-25,112
246413,2002-06-24,740
247153,2005-11-11,30
247183,2003-10-10,414
247597,2004-04-02,961
248558,2002-05-03,1364
249922,2006-08-09,4
249926,2004-03-15,247
250173,2002-02-14,409
250582,2005-11-18,6
250588,2003-10-19,531
251119,2005-09-13,134
251253,2003-08-12,259
251512,2002-06-12,886
252398,2004-07-13,38
252436,2002-01-05,926
253362,2003-10-26,86
253448,2005-11-27,2
253450,2002-02-22,1012
254462,2004-03-23,1228
255690,2006-08-07,38
255728,2005-09-14,188
255916,2003-08-15,502
256418,2002-02-25,769
257187,2004-03-24,858
258045,2005-12-07,2
258047,2002-01-02,707
258754,2003-10-21,424
259178,2005-11-20,15
259193,2002-06-15,214
259407,2004-07-14,83
259490,2004-10-03,378
259868,2005-01-20,90
259958,2002-11-02,560
260518,2001-10-11,773
261291,2006-07-24,2
261293,2005-02-07,833
262126,2002-12-25,24
262150,2003-03-06,996
263146,2005-05-10,164
263310,2003-04-11,157
263467,2004-08-08,96
263563,2006-03-14,75
263638,2002-09-09,975
264613,2006-04-03,120
264733,2003-07-09,3
264736,2005-06-08,57
264793,2001-08-25,168
264961,2006-04-04,121
265082,2006-03-13,270
265352,2005-05-17,72
265424,2003-04-16,299
265723,2002-12-22,293
266016,2003-03-01,244
266260,2006-07-23,1
266261,2001-10-16,158
266419,2005-06-30,57
266476,2003-07-31,360
266836,2004-10-04,203
267039,2005-01-27,229
267268,2002-11-05,2215
269483,2001-08-22,494
269977,2003-04-29,274
270251,2005-01-18,469
270720,2001-10-29,481
271201,2003-04-20,5
271206,2005-05-21,68
271274,2002-12-14,625
271899,2006-03-25,9
271908,2003-07-07,13
271921,2005-06-06,74
271995,2005-01-11,318
272313,2001-10-20,220
272533,2004-08-06,212
272745,2002-09-07,240
272985,2005-02-09,157
273142,2001-08-14,985
274127,2003-03-08,70
274197,2001-10-27,653
274850,2006-07-12,1
274851,2005-01-16,79
274930,2005-06-01,239
275169,2006-03-22,250
275419,2002-12-13,732
276151,2003-03-30,39
276190,2003-04-27,92
276282,2005-05-26,95
276377,2001-10-18,407
276784,2005-05-19,299
277083,2003-04-18,187
277270,2001-08-13,2200
279470,2004-08-01,95
279565,2006-08-06,9
279574,2005-09-15,70
279644,2003-08-14,79
279723,2002-06-14,396
280119,2004-07-15,21
280140,2003-10-20,211
280351,2002-01-03,166
280517,2005-11-21,4
280521,2002-02-24,1146
281667,2005-12-06,60
281727,2004-03-25,837
282564,2005-09-12,145
282709,2003-08-13,539
283248,2006-08-01,81
283329,2005-11-19,6
283335,2003-10-18,131
283466,2002-02-23,1121
284587,2005-12-01,156
284743,2004-03-22,559
285302,2003-10-27,280
285582,2002-01-04,863
286445,2005-11-26,147
286592,2002-06-13,1329
287921,2004-07-12,96
288017,2003-08-25,490
288507,2005-09-24,19
288526,2006-08-08,6
288532,2004-03-14,340
288872,2002-02-15,106
288978,2004-04-03,26
289004,2002-05-02,534
289538,2006-10-03,7
289545,2005-11-10,98
289643,2003-10-11,946
290589,2004-07-24,142
290731,2002-06-25,964
291695,2003-10-29,210
291905,2005-11-28,12
291917,2003-08-22,588
292505,2005-09-23,262
292767,2006-08-30,47
292814,2004-07-23,442
293256,2002-06-22,9
293265,2003-10-16,398
293663,2001-07-31,415
294078,2006-10-04,4
294082,2004-04-04,367
294449,2002-05-05,457
294906,2005-12-30,6
294912,2004-03-13,529
295441,2002-02-12,1677
297118,2006-03-23,134
297252,2003-04-26,153
297405,2003-03-31,223
297628,2002-12-12,531
298159,2006-07-13,1
298160,2001-10-26,393
298553,2003-07-01,78
298631,2005-01-17,352
298983,2001-08-12,172
299155,2005-05-18,56
299211,2003-04-19,415
299626,2002-09-01,477
300103,2005-01-28,98
300201,2001-10-19,1162
301363,2005-01-10,1113
302476,2003-07-06,46
302522,2005-06-07,170
302692,2001-10-21,33
302725,2002-12-15,155
302880,2003-04-21,182
303062,2005-05-20,109
303171,2006-03-24,50
303221,2004-08-07,338
303559,2002-09-06,384
303943,2005-02-08,282
304225,2001-08-15,1336
305561,2003-03-09,446
306007,2001-10-17,641
306648,2005-01-26,133
306781,2004-10-05,69
306850,2002-11-04,1100
307950,2003-07-30,888
308838,2006-03-12,169
309007,2006-04-05,258
309265,2005-02-01,194
309459,2002-12-23,229
309688,2005-05-16,7
309695,2003-04-17,93
309788,2005-01-19,126
309914,2001-10-28,191
310105,2003-04-28,79
310184,2001-08-23,2923
313107,2002-09-30,278
313385,2005-05-11,421
313806,2003-04-10,249
314055,2005-02-06,142
314197,2003-03-07,375
314572,2002-12-24,496
315068,2006-04-02,24
315092,2004-08-09,175
315267,2006-03-15,137
315404,2002-09-08,177
315581,2005-01-21,76
315657,2004-10-02,139
315796,2002-11-03,1252
317048,2006-07-25,80
317128,2001-10-10,95
317223,2001-08-24,1942
319165,2003-07-08,63
319228,2005-06-09,254
319482,2005-12-16,132
319614,2004-04-22,46
319660,2002-05-23,895
320555,2003-10-30,375
320930,2002-01-13,1114
322044,2004-07-05,198
322242,2002-06-04,1658
323900,2003-08-04,255
324155,2005-12-29,20
324175,2006-08-16,7
324182,2001-07-28,591
324773,2004-07-02,38
324811,2002-06-03,1267
326078,2002-01-14,153
326231,2004-04-25,124
326355,2002-05-24,1399
327754,2003-10-08,643
328397,2005-11-09,21
328418,2006-08-11,8
328426,2003-08-03,104
328530,2005-09-02,1
328531,2003-10-01,558
329089,2002-01-22,414
329503,2001-07-26,1621
331124,2002-05-12,350
331474,2004-04-13,250
331724,2002-02-05,876
332600,2005-12-27,21
332621,2006-08-18,12
332633,2004-03-04,123
332756,2001-07-19,328
333084,2002-02-02,76
333160,2005-12-20,9
333169,2004-03-03,350
333519,2002-05-15,1104
334623,2004-04-14,585
335208,2001-07-21,518
335726,2003-10-06,620
336346,2002-01-25,782
337128,2005-11-07,46
337174,2006-08-20,1
337175,2001-10-09,552
337727,2002-09-11,572
338299,2004-08-10,348
338647,2003-04-09,91
338738,2001-08-02,488
339226,2005-01-07,334
339560,2004-10-24,3
339563,2002-11-25,1133
340696,2005-06-10,72
340768,2003-07-11,307
341075,2006-07-03,2
341077,2005-02-20,37
341114,2003-03-21,228
341342,2002-12-02,723
342065,2006-04-24,6
342071,2001-08-05,240
342311,2003-03-19,167
342478,2005-02-18,144
342622,2002-09-16,846
343468,2004-08-17,176
343644,2003-07-29,459
344103,2005-06-28,216
344319,2006-04-23,1
344320,2002-09-29,667
344987,2005-02-27,10
344997,2003-03-26,859
345856,2002-12-05,531
346387,2006-07-04,21
346408,2001-10-31,604
347012,2005-06-17,29
347041,2003-07-16,171
347212,2004-10-23,143
347355,2002-11-22,833
348188,2004-08-21,19
348207,2002-09-20,952
349159,2005-01-09,9
349168,2003-04-07,1151
350319,2005-05-06,76
350395,2003-03-10,759
351154,2005-02-11,422
351576,2006-04-15,13
351589,2006-03-02,98
351687,2003-07-20,196
351883,2005-06-21,160
352043,2002-11-14,1204
353247,2004-10-15,213
353460,2001-10-07,1
353461,2005-06-19,11
353472,2003-07-18,265
353737,2003-03-28,261
353998,2002-09-27,574
354572,2002-11-13,757
355329,2005-01-31,134
355463,2004-10-12,117
355580,2003-07-27,229
355809,2002-09-18,1069
356878,2004-08-19,119
356997,2006-03-05,4
357001,2006-04-12,163
357164,2003-03-17,417
357581,2005-02-16,466
358047,2005-05-01,130
358177,2001-07-20,736
358913,2002-01-24,796
359709,2003-10-07,1220
360929,2005-11-06,58
360987,2002-05-14,1637
362624,2004-04-15,382
363006,2002-02-03,1107
364113,2004-03-02,422
364535,2005-12-21,8
364543,2002-02-04,1095
365638,2004-03-05,1025
366663,2005-12-26,3
366666,2002-05-13,835
367501,2004-04-12,106
367607,2002-01-23,422
368029,2001-07-27,612
368641,2005-12-19,67
368708,2005-12-10,15
368723,2004-04-24,246
368969,2002-05-25,106
369075,2002-01-15,447
369522,2004-07-03,58
369580,2002-06-02,460
370040,2006-08-10,58
370098,2003-08-02,350
370448,2003-10-09,247
370695,2005-11-08,5
370700,2004-07-04,1
370701,2002-06-05,1193
371894,2005-11-30,4
371898,2002-01-12,544
372442,2003-10-31,607
373049,2004-04-23,294
373343,2002-05-22,197
373540,2001-07-29,325
373865,2003-08-05,685
374550,2006-08-17,6
374556,2005-02-28,234
374790,2003-03-29,128
374918,2002-09-26,124
375042,2005-06-18,37
375079,2003-07-19,160
375239,2006-04-13,354
375593,2002-09-19,722
376315,2004-08-18,537
376852,2006-03-04,191
377043,2003-04-01,493
377536,2003-03-16,17
377553,2005-02-17,143
377696,2001-10-01,1165
378861,2003-07-26,287
379148,2005-06-27,35
379183,2002-11-12,684
379867,2004-10-13,147
380014,2005-01-08,109
380123,2004-08-20,28
380151,2002-09-21,226
380377,2002-11-15,1533
381910,2004-10-14,44
381954,2003-07-21,227
382181,2005-06-20,154
382335,2001-10-06,796
383131,2003-03-11,547
383678,2005-02-10,902
384580,2003-04-06,108
384688,2005-05-07,3
384691,2006-03-03,337
385028,2006-04-14,248
385276,2003-07-28,133
385409,2005-06-29,283
385692,2001-08-04,23
385715,2003-03-18,307
386022,2005-02-19,4
386026,2002-09-17,737
386763,2004-08-16,5
386768,2001-10-30,220
386988,2006-07-05,39
387027,2004-10-22,369
387396,2005-01-01,1
387397,2002-11-23,231
387628,2005-06-16,119
387747,2003-07-17,253
388000,2002-09-28,513
388513,2006-04-22,20
388533,2005-02-26,51
388584,2002-12-04,1145
389729,2003-03-27,343
390072,2005-05-31,86
390158,2003-04-30,281
390439,2002-09-10,676
391115,2004-08-11,249
391364,2001-08-03,307
391671,2003-04-08,189
391860,2005-05-09,189
392049,2001-10-08,1404
393453,2005-02-21,219
393672,2002-12-03,1471
395143,2003-03-20,415
395558,2006-04-25,27
395585,2003-07-10,82
395667,2004-10-25,308
395975,2005-01-06,364
396339,2002-11-24,714
397053,2005-10-06,4
397057,2004-01-25,18
397075,2003-11-07,233
397308,2004-02-02,115
397423,2003-12-20,209
397632,2002-03-03,521
398153,2002-04-14,779
398932,2006-09-21,79
399011,2004-05-12,498
399509,2002-04-13,509
400018,2004-02-05,493
400511,2006-09-19,18
400529,2002-03-04,535
401064,2005-10-01,3
401067,2004-01-22,289
401356,2001-06-27,933
402289,2003-12-18,51
402340,2006-09-26,112
402452,2002-04-25,2002
404454,2004-05-24,326
404780,2003-12-11,344
405124,2002-07-02,588
405712,2004-06-03,656
406368,2004-01-14,124
406492,2005-08-03,244
406736,2003-09-02,248
406984,2005-10-08,65
407049,2003-11-09,692
407741,2005-10-30,3
407744,2004-01-13,22
407766,2002-07-05,322
408088,2004-06-04,438
408526,2003-12-16,261
408787,2006-09-28,61
408848,2002-04-22,1404
410252,2004-05-23,75
410327,2001-06-29,968
411295,2005-08-04,170
411465,2003-09-05,77
411542,2003-12-29,90
411632,2005-03-28,2
411634,2002-08-26,236
411870,2001-12-19,1023
412893,2004-09-27,440
413333,2003-06-19,624
413957,2005-07-18,6
413963,2006-02-04,11
413974,2004-09-18,141
414115,2002-08-19,79
414194,2001-12-26,207
414401,2005-03-17,88
414489,2003-02-16,282
414771,2003-05-01,206
414977,2006-01-23,6
414983,2001-11-01,893
415876,2003-01-31,1007
416883,2002-10-12,119
417002,2005-07-27,105
417107,2003-06-26,31
417138,2003-01-09,66
417204,2002-08-21,194
417398,2004-09-20,761
